""	"textOriginal"
"3256"	"Smart bapak ini ..sehat terus ya"
"3257"	"sok keren sibangsat minta diludahin mang2 penjilat"
"3258"	"sok tau, ngomongin betawi terpinggirkan, coba tanya h lulung"
"3259"	"Sosialisasi diring bawah yg selalu menjadi masalah dinegri kita. Miris😑
#savesosialisasi"
"3260"	"Stiap individu harus beradaptasi dengan lingkungan baik hutan atau kota
Manusia di ciptakan sesempurna mungkin agar gampang beradaptasi jika mereka dulu nya tinggal di pedesaan lalu dibangung kota secara alamiah mereka akan beradaptasi mata pencaharian pun akan berubah dengan alami tentu saja tidak mudah tapi itulah pungsi manusia yaitu beradaptasi agar bertahan hidup
Kenapa mendramatisir seolah jika dijadikan kota maka masyarakat disana tak lagi bisa mencari makan tentu saja dengan lapangan pekrjaan dan lonjakan populasi yg besar mrka bisa mengembangkan skil mereka dari mulai bercocok tanam berternak atau membuka warung makan kbutuhan pangan akan smakin besar tidak hanya madu saja nantinya akan tumbuh peternakan untuk pasokan daging dan protein lalu perkebunan palawija sayuran dan sbagainya kenapa pesimis skali bahkan saya tidak berpendidikan sampai smp pun bisa hidup di kota besar luar negri krna apa krna kita slalu beradaptasi dengan tempat tinggal baru jika kalian tidak mau berubah hy ingin terus seperti itu maka jangan mencaci pemerintah jika indonesia tertinggal"
"3261"	"Sudah biasa ada pro kontra tpi kalau sdh jadi semua bisa merasakan,biar gak kalah bersaing bersiaplah dari skrg dengan belajar supaya pintar.belajarlah berpikir dengan akal sht.kalau sdh bagus media juga hrs dukung jangan nyinyir trss."
"3262"	"sudah biasa disini, banyak pejabatnya yang begitu wkwk"
"3263"	"sudah ditangkap orangnya"
"3264"	"Sudah gatot pembangunan ikn 😅"
"3265"	"Sudah ketangkap kpk rupanya"
"3266"	"Sudah masuk penjara ya pak"
"3267"	"Sudah samalah kayak programnya VOC, pribumi tidak boleh bersuara, harus manut apa kata gubernur VOC. nah apa gunanya kemerdekaan ? Siapa yang merdeka? Siapa pemilik kedaulatan negara?"
"3268"	"Sulit dan pahit menemukan pejabat bicara apa adanya karena takut dan tersudut intimidasi atasan"
"3269"	"Suspect OTT KPK 😀"
"3270"	"Sy mau komentar.. 
Tpi.. 
Komentar apa.. 
Pemikiran anda Ambigu

😆😆🙏🙏"
"3271"	"Sya dri Sukabumi Jabar, sangat se7 IKN di pindahkan ke Kaltim, biar pemerataan!! Lanjutkan pak presiden."
"3272"	"Tak segampang itu pak buapati

Lcuuu ykin"
"3273"	"Tapi bneer Cool woy.. Wkwkk
 Dari awal spcls bangeet liat Bpa Bupatinya. Hahaha"
"3274"	"Tapi seperti nya tidak mudah..."
"3275"	"Td betulin kaca mata skrg pegang hidung trs gestur yg tdk meyakinkan ada sesuatu ...........?????"
"3276"	"Tenang aja boss, sudah diputuskan, property aset2 negara di jakarta akan dijual dan pemerintah akan pakai skema sewa ke investor di penajam, dan apbn akan tetap dipakai"
"3277"	"Terlihat dinamisatornya lebih visioner dan cerdas daripada bupati ppu yg kena ott kpk"
"3278"	"terlihat kompleks, giliran Kaltim tidak di bangun, masyarakat iri,  karena pembangunan hanya di jawa. giliran kaltim di bangun, kita marah pemborosan uang. di sini perlunya komunikasi dan penyuluhan. dan kehadiran pemerintah."
"3279"	"Termasuk resiko penduduk asli terpinggirkan seperti org betawi dan berkurangnya area hutan untuk pengembangan kota2 satelit di sekitarnya??"
"3280"	"Ternyata bupati nya ott KPK"
"3281"	"Ternyata korup**r, jiaahh 😄"
"3282"	"Ternyata sebelum di cyduk di wawancarai dlu sma mbak nana. Kerreeennnn 😄😄😄"
"3283"	"Ternyata setelah disidak mbak nana terbitlah ott hehe"
"3284"	"ternyata yang dapat manfaat positif dengan cara negatif adalah Bupatinya, Bupati Paser Panajan Utara kena OTT KPK, di IKN banyak proyek banyak uang negara dan banyak maling, termasuk yg kena OTT??"
"3285"	"tertangkap KPK juga 😭😭😭"
"3286"	"TERTANGKAP, JABATAN MANIS BANYAK SEMUT DAN TERJERUMUS JUGA AKHIRNYA"
"3287"	"Terus berjuang Pradarma Rupang.
Bupati pintar tapi punya rakyat yg cerdas(P Rupang)"
"3288"	"The Real Penguasa Kaltim keluarga Mas'ud udah jadi rahasia umum 😁"
"3289"	"Tidak ada dampak buruk untuk penambahan utang.. yakiin ??"
"3290"	"tidak ada inovasi yang tidak memiliki risiko"
"3291"	"Tidak ada yg khawatir jika dr awal sudah terjamin. Rasa khawatir itu lumrah, bahkan di negara2 besar pun sama. Yang penting itu pemerintah menjamin kehidupan yg adil bagi masyarakat setempat."
"3292"	"Tidak akan beres jika mengikuti pikiran dan perkataan perwakilan Jatam ini, terlalu meremehkan pemerintah dalam hal mengkaji dampak sosial-ekonomi dan lingkungan, terkesan mencari penghidupan dengan mengorek-orek kesalahan. Pemerintah daerah pun pasti berpegang pada aspek legal dalam permasalahan lahan, banyak mafia tanah yang ingin terlibat memancing di air keruh dengan berpenampilan LSM."
"3293"	"Tidak pernah menjadi orang kecil kayanya, dan harus sepaket daerah sama pusat...makanya bicaranya sangat menyepelekan.."
"3294"	"Ting!!!! ABRAKADABRA!!!  KELELEP UTANG, UTAN ANCUR, RAKYAT DI GILES,AMBISI PEMUAS NAFSU."
"3295"	"Tolak IKN !!"
"3296"	"Tonton juga Mata Najwa eps. [Menelusuri Ibu Kota Baru] dan episode lainnya di https://www.narasi.tv atau klik link di bawah.
Part 1 - https://bit.ly/3EBWLXJ
Part 2 - https://bit.ly/3dxPXOR
Part 3 - https://bit.ly/3pCYANU
Part 4 - https://bit.ly/3rPIpzo
Part 5 - https://bit.ly/3pCYCp0
Part 6 - https://bit.ly/3DGAbf3
Part 7 - https://bit.ly/31IngfF"
"3297"	"tujuan dari pembangunan ialah kesejahteraan masyarakat, maka dari itu aspirasi-aspirasi dari masyarakat harusnya diserap sebagai acuan pemerintah dalam menemukan solusi di dalam pembangunan ini, tidak semua bisa diukur dengan uang sebagai jaminan, jika dilihat dan di dengar dengan bijak kekhawatiran mereka ialah ketidak mampuan untuk bersaing “bertahan hidup” di tanah kelahiran mereka sendiri, disini sudah bisa kita lihat bahwa adanya ketimpangan sosial yang tidak merata ini membuat kekhawatiran mereka semakin tinggi disinilah peran pemerintah dalam kebijakan tersebut diharapkan tetap mempertimbangkan hal-hal krusial tersebut"
"3298"	"Tunggu bencana alam datang  hutan sdh rusak.allah huakbar."
"3299"	"Tunggu saja bentar lagi akan banyak pedagang dari pulau Jawa yg memenuhi ikn. Dan mayoritas pendidikan mereka rendah 😄"
"3300"	"Udah kena OTT kpk mba nana"
"3301"	"Udah keren masuk pilem pake kacamata item. Bupati muda keren banget. Tapi sayang ott kpk HAHAHA"
"3302"	"Udalah banyak lagi provinsi yg mau"
"3303"	"Udh di tngkp kpk"
"3304"	"Udh ditangkap Bupati nya...maaf 😂😂😂....bajinggan"
"3305"	"Ulunt takaq nte jadi penonton tingen 🙂"
"3306"	"untuk pembangunan rumah sakit apakah hanya bisa dilakukan ketika bangunan itu telah berdiri?
jika rumah sakit dibuat sebaga salah satui dampak positifnya,lantas apa yang dipikirkan oleh permerintah setempat selama ini?
apakah tidak ada upaya untuk pembangunan rumah sakit itu sendiri tanpa harus menunggu pembangunan ini ter realisasi?"
"3307"	"Untuk SDM setau saya teman2 di PPU ini di angkatan saya waktu kuliah 2012-2015 menerima beasiswa yg nominalnya lebih besar dibandingkan bpp, sy yakin pemerintahannya sdh serius membangun SDM, dan saat ini setau saya mereka dibebaskan dari iuran BPJS kelas 3 sebagai jaminan kesehatan untuk menunjang kualitas sdm, kembali ke pribadi masing2 saat pemerintah sdh menyediakan sarana ke masyarakat apakah sdh di manfaatkan semaksimal mungkin? Ayo berdayakan diri era saat ini setiap individu mudah mendapatkan akses pendidikan serta kesehatan, tingkatkan kualitas diri insyaAllah akan dimudahkan dalam bersaing"
"3308"	"Update, sang bupati kena ott kpk"
"3309"	"Utk membangun mercusuar yg akan di jadikan Icon negara, maka kalau ada yg harus di korbankan itu adalah suatu keeajaran, tinggal bagaiman agar diminilisir sekecil mungkan hal2 yg harus di korbankan"
"3310"	"Waduh sayang ya ..ke tangkap.."
"3311"	"Waduh, ... miris dgrnya...  
\" tdk ada dampak negatif...\""
"3312"	"Wah evaluasi ulang!! Yaa ndak usah lah pekok"
"3313"	"Walaupun saya bukan org sana saya setuju sih dengan pendapat anda."
"3314"	"wih mba nana ke tempat ini juga ternyata pemirsa https://youtu.be/GGCz069Efms"
"3315"	"Wkwk . Denger di berita lgsg teringat video ini"
"3316"	"wkwk
up
up
up"
"3317"	"Wkwkkwk bui lagi bui lagi"
"3318"	"Wkwkw barisan sakit hati"
"3319"	"Wkwkwk berul"
"3320"	"Wkwkwk Bupati aja g tau pastinya gimana ttg IKN 😀"
"3321"	"Wkwkwkw bupati keringat dingin ditanya mbak nana😂😂😂😂"
"3322"	"wkwkwkwkwkwwk korupsi bupatinya mbak"
"3323"	"Woo ini bupati yang ditangkap kpk 😂"
"3324"	"Wowww diliput jurnalist kritis! 👍"
"3325"	"Ya betul. Pasti penduduk lokal diutamakan. Kalo gk mau masuk PT ya jd pedagang. Kalo gk mau dua duanya ngamen aja"
"3326"	"Ya bolehlah bolehlah....Karna Nnti jawa Juga yg dapat manfaatnya"
"3327"	"Ya silakan saja...."
"3328"	"Ya udah batalin tapi kurangi angka kaltim nyetor ke jawa tiap tahun"
"3329"	"Yaaaaah.. Diciduk KPK kann.."
"3330"	"Yaaah  ditangkep kpk juga akhirnyaaa"
"3331"	"yah ketangkap kpk wokwowkwokw"
"3332"	"Yah ketangkep :("
"3333"	"Yah korupsi lu tong"
"3334"	"Yah udah OTT.. gaya ngomong bolehlah.."
"3335"	"yang di inginkan rakyat sekarang adalah kesejahteraan, sandang, pangan , pendidikan dan pekerjaan, bukan ibukota baru 😆😆"
"3336"	"Yang ditanya sama aktivis pengangguran pula 
Gitu lah cara nanggapin"
"3337"	"Yang hebat gebernur kalteng, bisa menolak di kalteng"
"3338"	"Yang kaya makin kaya yang TDK mengeyam pendidikan akan tersingkir"
"3339"	"Yang paling penting adalah warga lokal masih bisa hidup layak."
"3340"	"Yang seharusnya dapat perkejaan dan rumah yang layak Dari IKN adalah penduduk setempat asli bukan pendatang"
"3341"	"Yang senang harga tanah mereka naik drastis."
"3342"	"Yeee bupati nya kaga paham dampak negatif buat warganyaa.."
"3343"	"Yes, benar contoh rakyat Betawi, Nenek gw pny warisan tanah di dket Antasari bernilai skian M dan skrg udah jadi sengketa. Udah hopeless bgt kalo lawannya orang-orang berduit.."
"3344"	"Yg di bangun itu hgu ."
"3345"	"Yg kaya bakal makin kaya..yg miskin aka makin miskin..bgitu nanti yg mungkin akan terjadi..."
"3346"	"Yg lebih tahu mereka yang tinggal dan berada disana.... 👌"
"3347"	"Yg masalah bangunan dari ngutang....apa akalnya cuma hutang duank isinya"
"3348"	"Yg penting cuan cuan cuan, dan harus selesai periode ini ...bahaya kalo tidak selesai

Motivasi kek gini nih, yg namanya manusia tanpa perasaan"
"3349"	"yu mulai dari diri kita masing2 sadar lingkungan krna alam milik kita bersama :tanam pohon, kurangi sampah plastik sekali pake, kurangi polusi udara, hemat energi, hemat bensin, hemat listrik  ,hemat makanan, hemat air dll,kasian anak cucu kita diwarisi alam yg rusak&gunung plastik😭😭"
"3350"	","
"3351"	":'("
"3352"	"."
"3353"	"....hutan Kalimantan dibabat habis ,orba lo lo diam,hutan dibagi bagi rezim mangkrak lo lo maklumi.
Hamparan kerusakan lahan bekas tambang yg dibiarkan gak ada yg reken.
Jokowi datang untuk perbaiki semua kerusakan ini,....rakyat cerdas,dan nasionalis percaya dan yakin AKAN LEBIH BAIK."
"3354"	"“kajian itu sangat akurat”

*wheeze*"
"3355"	"“Saya ulang yg keempat kalinya” keren dah mbak Nana 👍🏽"
"3356"	"@

No"
"3357"	"@Adenia Luthfi Arifah maksud gini,KAICK jg belum bres ,( msh mangkrak ) udh rencana pindahin ibu kota ,terus klw KAICK udh bres apkah penumpang KRD bisa naik ? atau hanya untuk org \" ky saja ?"
"3358"	"@Adenia Luthfi Arifah pokok nya 
Paket komplit 😂😂😂 + bonus AMBRUk ,Ambywrrrrr.."
"3359"	"@Ahsin  Famili bukan kesepakatan yg di ambil karna punya kepentingan wkwkkw"
"3360"	"@Ahsin  Famili jngn kbayakn nonton cokro tv metro tv tu dah tumpul kbayakn BLT"
"3361"	"@Ahsin  Famili kalo kepentingan elite politik dll proyek segala macem gimana wkwkwk contoh tambang tembaga pura aja di bangun jalan bukan untuk warga tapi diatribusi tambang apakah contoh itu kepentingan rakyat wkkwkwkwk"
"3362"	"@AMPAL. TV terimakasih anda sangat cerdas 👍👍"
"3363"	"@ANTI BANTENG Jkt. Gub. Bodoh. Kadrun. Yaman. Mana. Hasilnya.  Banjiiir. Melulu."
"3364"	"@Arai gaming KAMI TETAP MENGHARGAI PENDAPAT ANDA."
"3365"	"@Arai gaming MUNGKIN UNTUK PERUMAHAN DAN PENERANGAN BISA DIKAJI, TAPI KAMI DARI KOMUNITAS HIJAU LINGKUNGAN HIDUP CUKUP MENYAYANGKAN GUBERNUR KALTIM DENGAN GAYA BICARA YANG TAK SESUAI."
"3366"	"@Asian Comparasion 
Di bali, bangunan rumah maksimal 4 lantai bray. 
Kami memakai asta kosala kosali, 🙏"
"3367"	"@awliya Herman apa orang sana g ikut menikmati ya"
"3368"	"@awliya Herman ngeri y bs amblas tuh bumi klmntn  ..kerendem  banjir"
"3369"	"@awliya Herman yg punya apa bukan orang sana.."
"3370"	"@azhari young emg ceritanya gmn bang"
"3371"	"@azhari young gmn bang? mohon pencerahannya 🙏 saya kepo"
"3372"	"@azhari young pasti oknum yg ingin menguasai kalimantan kan? para pebisnis/pejabat(??)"
"3373"	"@Bestar Bliber heheee.... , Ngatain Kadrun , tp pas pemilihan MUNGUT suara para kadrun, Kan begonya pake tolol"
"3374"	"@Bestar Bliber lagian tolol sih, dikit dikit kadrun , dikit dikit Kadur... Giliran di katain Katak 🐸 atau Cebong , riweuh juga... Wkwkwwkkw..."
"3375"	"@Bimantara Aditya Nugraha maaf yg koment sepertinya bukan orang dayak suku asli kalimantan tapi orang dari luar kalimantan yg tinggal dikalimantan namun berasa seperti kampung halaman sendiri.dan beranggapan pendatang yang juga mencari rupiah kesana diibaratkan seperti penjajah karna mindsetnya tidak mampu bersaing secara sehat.
Gak dipungkiri mereka butuh itu untuk meningkatkan SDM cuma gengsi untuk mengakuinya.kalo tidak butuh kenapa mereka berkoar2 soal pendidikan kesehatan dll yg timpang didaerah dekat IKN BARU dengan daerah sekitar ibukota yg skrg"
"3376"	"@Cak Pri Hahahaha...Mencoba menghibur diri...."
"3377"	"​@dela yulianti akan dimaapkan setelah klarifikasi + materai 10rb... wkwk"
"3378"	"@Den Bagos ini kan masalah kemanusiaan, selama dia penduduk di sana dan menetap di sana ya terlepas nenek moyangnya perantau atau bukan udah jadi haknya lah buat diperlakukan selayaknya masyarakat. Mereka cuma menyuarakan soal lingkungan tempat tinggalnya yang tidak nyaman krna sering kebanjiran emang ga boleh? Klo pemilu emang mereka ga ikut milih ya? rasis banget, miris"
"3379"	"@Den Bagos nah iya mas, logic sederhana nya gimana mau punya SDM yg baik kalau akses aja masih sulit. Seumur-umur saya hidup saya blm pernah liat maupun denger sih ada universitas ataupun rumah sakit yg bagus di dalam belantara hutan."
"3380"	"@Dimsum Choie Washington DC dan Tokyo juga pernah banjir tapi kaga kaya Jakarta, Amsterdam dan Venesia yg banjirnya musiman dan kalau banjir bisa mencapai dada. Membangun kota di atas rawa resikonya sudah seperti itu."
"3381"	"@Domba Liar Katanya Orang Kalimantan banyak yang mau pemerataan . But mereka lupa dengan orang Adat  Kalimantan . Dan saya curiga mereka orang Kalimantan yang hilang jatidirinya"
"3382"	"@Edy Pratama tenggelam dari hongkong 😂 sekarang gue nanya, dalam setahun terakhir, Jakarta atau Kaltim yang lebih banyak banjirnya ? Bukan jumlah beritanya lho, TAPI jumlah banjirnya"
"3383"	"@Endang Adiansyah komenan kadrun2 itu dimana2 sama aja ..namanya jg kadal  ...
."
"3384"	"@Endang Adiansyah yg gua heran kadrun katanya kadal tp anehnya gampang dikadalin...
Drun drun...kcian amat sih nasibmu...ckckckck..."
"3385"	"@eti umayah owh lawan kata dr bangga brarti..👏"
"3386"	"@fattah nfakhri ,sok tahu ente tentang utang negara, lebih baik ente ngurusin utang sendiri biar enggak pusing berapa cicilan yg hrs dibayar bln depan"
"3387"	"@fattah nfakhri betul banget krna adik sya sndiri salah satu korban galian tmbng"
"3388"	"@Fun Aja hah baru tau gue kota kalo mau maju harus jadi ibu kota dulu. Yg atas2 masih aman aja statementnya, tbtb yg ini udh mulai ngaco."
"3389"	"@Geaffano Joe Satriani  Halah...
Nanti Jadi banjir nanges...."
"3390"	"@HARIMAU Andalas 
Biasanya orang yahudi...😂"
"3391"	"@Hary esok dampak x bos xg d pikir qn buat masyarakat setempat xg terkena ikn....bknx tidak setuju....jng asl komen...."
"3392"	"@Hary esok pointnya disini tuh bukan mau menentang pemindahan ibu kota, tapi cuma mau membuka fakta2 klo bakalan ada masyarakat yg akan terdampak saat pemindahan ibu kota. Tujuannya supaya pemerintah tdk lepas tangan sama kehidupan masyarakat yg terdampak, tetap diberikan bantuan untuk membantu kelangsungan hidup masyarakat di sana dan sebagainya. Kalo mba najwa ngga bikin konten ginian, pemerintah bisa seenaknya lepas tanggung jawab ke masyarakat sekitar, krna kita ngga tau keadaan disana kek gimana. Jangan berpikiran sempit lah anda2 ini"
"3393"	"@Heryati Heryati benar....100%.... hehehe."
"3394"	"@Hilda Pauziah +bencana alam yang sering datang
+kerjaan yang belum selesai"
"3395"	"@Hilda Pauziah iyap. Yang baca ini tolong kompliti yang kurang"
"3396"	"@Hilda Pauziah?"
"3397"	"@I am Phoenix mindsetnya yang perlu dirubah.belum siap menerima kemajuan jaman tapi ingin setara dengan yang lain yang sudah lama beradaptasi dengan perubahan.kan lucu"
"3398"	"@Ismail Al Ahly 
Cuma china yang ia tahu bray, jadi harap maklum, karena orang china dipikirannya yang mampu, membeli tanah, orang Arab cuma jual agama.. 🤣🤣🙏"
"3399"	"@Iwan Zudi enggak jalan lumpur kebanyak penghasilan besar ekspor lg"
"3400"	"@kristoforus peleamaklumin aja... nih chanel kan milik KADRUN.... mereka engga rela ibu kota di pindah ke Penajam Paser Utara.... sementara kami warga asli kalimantan sangat welcome bila ibu kota di pindah ke sepaku Penajam Paser Utara KALTIM 👍👍👍👍👍👍👍"
"3401"	"@Machmud Carlos kamu pernah kliling jwa blom? Penduduknya setengah   lebih dr penduduk Indonesia tambah 1persen /taun 10 taun lg jwa gaada sawah ya problem negara jwa terus, luar kwa kapan diurus? Tepat pindah ibu kota."
"3402"	"@mehmet waluyo Kalau sakit kronis spa bisa sembuh cepat??? Apalagi sarang penyamun itu bekerja sama sama penyamun dari luar, pasti terus kerja sama mau ngusir Ahok, karena ancaman kenyamanan mereka menggarong Pertamina. 
PLN buktinya punya utang 600 TRILYUN??? Cari BUMN yang TIDAK rugi, nggak ada kan??? Kalau nggak rugi itu karena baru disubsidi pake PNM, HAMPIR semua BANGKRUT, TUNJUKKAN, BUMN yang UNTUNG tanpa PNM, GARUDA bangkrut, WK bangkrut, semua SARANG PENYAMUN, DKI juga sarang penyamun, pen, buat bangun jis, NGEJEEEEK pak Jokowi yang ngutangin, liat semua muji Anis samppe langi ketujuh ngatain pak Jokowi, krn Anis nggak nilang itu uang utang kepak Jokowi 3,26 Trilyun"
"3403"	"@Mochammad Dzia kaya dki ya, nanti kalo jadi presdien lebih mudah ngurus banjir ....preeeeetlah...zaman ahok banjir besar, presidennya jokowi...wkwkwkw...banyak omong duank"
"3404"	"@Nur Said Ke kaltim arah mau ke ibu kota baru"
"3405"	"@On YouNow kalau kita nanti gak di hirau kan kita rakyat yang di sini harus bersatu"
"3406"	"@PADEPOKAN SAWUNG GALING saya pernah main d kalteng sampit... Tpi memang ujan lebat sehari bisa banjir.. sya rasa emng sstruktur tanahnya...tpi klo d kotanya mah engga.."
"3407"	"@PC SAMSUNG ahaha anda tdk tau crita nya kawan saya org kalimantan. Knpa itu bisa kebakar"
"3408"	"@PC SAMSUNG maaf beliaunya menyebutkan \"minim resiko bencana/jarang terjadi\" kebakaran di hutan kaltim  bukan \"yakin bebas\" seperti yg anda sebutkan"
